,0
0,héritage_
1,gouvernant_
2,gouverner_
3,seigneur_
4,trône_
5,ère_
6,époque_
7,donner_
8,conquérir_
9,mener_
10,armer_
11,arme_
12,bataille_
13,sol_
14,courage_
15,conquête_
16,chasser_
17,chasse_
18,prendre_place_
19,territoire_
20,espace_
21,géographie_
22,accord_
23,stabilisation_
24,stabiliser_
25,peuple_
26,serviteur_
27,domestique_
28,tapis_
29,couleur_
30,forme_
31,drapeau_
32,représentant_
33,envoyer_
34,vizir_
35,nuit_
36,mille_
37,Shéhérazade_
38,désert_
39,vent_
40,étoile_
41,souffle_
42,mystère_
43,beauté_
44,danger_
45,surprise_
46,surpris_
47,mensonge_
48,trahir_
49,aimer_
50,amour_
51,don_
52,protection_
53,demander_
54,demande_
55,visite_
56,abandonner_
57,perdre_
58,bataille_.1
59,résigner_
60,résignation
