,0
0,serpent
1,cobra
2,python
3,boa
4,vipère
5,orvet
6,caméléon
7,wapiti
8,panda
9,hérisson
10,silure
11,cachalot
12,baleine
13,requin
14,loup
15,ours
16,renard
17,renard_argenté
18,renard__roux
19,renard_des_Carpates
20,buse
21,hulotte
22,chouette_hulotte
23,chouette_chevêche
24,grand-duc
25,moyen_duc
26,cigogne
27,grèbe_huppé
28,cormoran
29,héron_cendré
30,musaraigne
31,rat
32,ragondin
33,chat
34,chien
35,zèbre
36,cheval
37,ânon
38,âne
39,marmotte
40,loutre
41,fouine
42,martre
43,bœuf
44,vache
