,0
0,douleur
1,santé
2,médecin
3,infirmière
4,aide-soignant
5,psychologue
6,ergothérapeute
7,psychomotricien
8,douleur.1
9,drogue
10,douleur.2
11,chimie
12,douleur.3
13,médicament
14,douleur.4
15,hypocondriaque
16,corps
17,tête
18,corps.1
19,tête.1
20,jambe
21,cancer
22,diabète
23,leucémie
24,migraine
25,migratoire
26,migratoire.1
27,migratoire.2
28,douleur_chronique
29,douleur_diffuse
30,douleur.5
31,mal
32,mal-être
33,chirurgien
34,interne
35,interniste
36,corps_médical
37,hôpital
38,hôpital.1
39,clinique
40,pied
41,tête.2
42,jambe.1
43,corps.2
44,foie
45,foie.1
46,sang
47,douleur.6
48,douleur.7
49,tendinite
50,tendinite.1
51,dos
52,douleur_au_dos
53,douleur.8
54,mal.1
55,œil
56,nez
57,bouche
58,oreille
59,muqueuse
60,douleur_gynécologique
61,sphère_ORL
