,0
0,main
1,pied
2,bras
3,roue
4,cochon_d'inde
5,chat
6,lion
7,lire
8,insecte
9,papillon
10,page
11,fesses
12,ventre
13,coude
14,genou
15,tibia
16,singe
17,pieuvre
18,calamar
19,cafard
20,tomate
21,basilic
22,persil
23,ail
24,fines_herbes
25,coccinelle
26,hirondelle
27,sauterelle
28,fenouil
29,corps
30,décès
31,micro
32,test
33,chiffre
34,nombre
35,imprimante
36,feuille
37,écriture
38,stylo
39,stabilo
40,fenêtre
41,ceinture
42,jeans
43,tee-shirt
44,casquette
45,oeil
46,lunettes
47,haricot
48,vertèbre
49,champagne
