,0
0,royaume_de_louis_xiv
1,le_juste
2,des_gens_de_bien
3,royaume_de_l’athlète
4,royaume_des_skieurs
5,champion
6,discipline
7,royaume_des_banquiers
8,royaume_de_petites_gens
9,royaume_des_bons_vivants
10,royaume_des_coureurs_automobile
11,royaume_des_justes
12,royaume_de_la_nature
13,création
14,royaume_de_la_nature
15,royaume_des_oiseaux
16,royaume_des_reptiles
17,royaume_des_poissons
18,air
19,terre
20,mer
21,lac
22,royaume_des_possesseurs_de_cabriolets_anglais
23,monsieur_lavanant_qui_apporte_des_cabriolets_anglais_des_états-unis_et_qui_les_reconditionne
24,dans_son_atelier_tout_seul_il_est_le_roi
25,royaume_de_ceux_qui_maitrisent_bien_l'hypomanie
