,0
0,médicinal
1,plante
2,venin
3,sinueux
4,fourbe
5,langue
6,vipère
7,malin
8,cacher
9,écaille
10,couleur
11,doré
12,épine
13,malheur
14,mal
15,hôpitaux
16,faiblesse
17,royaume
18,chant
19,charmeur
20,flûte
21,panier
22,osier
23,turban
24,souk
25,Maghreb
26,Maroc
27,douceur
28,touareg
29,lune
30,couleur.1
31,bleu
32,chaleur
33,feu
34,sable
35,tente
36,étranger
37,inconnu
38,danger
39,ivoire
40,éléphant
41,voiture
42,avion
43,recherche
44,oncle
45,safari
46,jungle
47,forêt
48,épine.1
49,paradisiaque
50,île
