,0
0,angoissé
1,fatigué
2,oppressé
3,alors
4,peut-être
5,donc
6,or
7,ni
8,car
9,un
10,deux
11,trois
12,quatre
13,cinq
14,six
15,sept
16,huit
17,neuf
18,dix
19,onze
20,douze
21,douze.1
22,onze.1
23,treize
24,quatorze
25,ma_maman_me_manque
26,mon_père_me_manque
27,ma_grand-mère_qui_est_morte_me_manque
28,mon_ex_me_manque
29,mes_amis_me_manquent
30,tout_me_manque
31,walkman
32,CD
33,Madonna
34,Like_a_Virgin
35,Confessions_Tour
36,blond
37,révolution
38,cheveux
39,maquillage
40,danse
41,Martin
42,Luc
43,Jean
44,Antoine
45,Pierre
46,Paul
47,Jacques
48,Maximilien
49,Antoine.1
50,Théo
51,Luisa
