,0
0,zèbre_
1,girafe_
2,éléphant_
3,chien_
4,chat_
5,chinchilla_
6,chimpanzé
7,cheval_
8,cochon_
9,vache_
10,beuf_
11,poule_
12,canard_
13,aigle_
14,rhinocéros_
15,buse_
16,faisan
17,sanglier_
18,cerf_
19,biche_
20,ours_
21,loup_
22,dauphin_
23,baleine_
24,cachalot_
25,saumon_
26,cabillaud_
27,seiche_
28,pieuvre_
29,moule
30,étoile_de_mer_
31,crabe
32,tourteau
33,araignée_
34,serpent_
35,escargot
36,fourmi
37,cigale_
38,scorpion_
39,écureuil
40,hérisson_
41,ver_de_terre
42,taupe_
43,moineau_
44,corbeau_
45,rouge-gorge_
46,mésange
