,0
0,douleur
1,anti-douleur
2,articulation
3,souffrir
4,pleurs
5,larme
6,hospitalisation
7,infection
8,rougeur
9,plaie
10,douleur.1
11,mal_d'amour
12,autodestruction
13,auto-agression
14,se_détruire
15,se_taper_dessus
16,douleur_cérébrale
17,douleur_dorsale
18,cervicale
19,douleur_dorsale.1
20,cervicale.1
21,douleur_au_genou
22,douleur.2
23,pied
24,ampoule
25,embolie_pulmonaire
26,infection.1
27,douleur_neurologique
28,contraction
29,antidépresseur
30,antipsychotique
31,neuroleptique
32,ibuprofène
33,paracétamol
34,brûlure_d'estomac
35,vomissement
36,bourdonnement_d'oreille
37,douleur_visuelle
38,douleur_dentaire
39,douleur_nasale
40,douleur_cérébrale.1
41,sang
42,médecin
43,infirmier
44,hospitalisation.1
45,samu
46,accident
