,0
0,douleur
1,hôpital
2,bras
3,jambe
4,doigt
5,saignement
6,sang
7,veine
8,piqûre
9,pansement
10,consultation
11,chèque
12,blessure
13,hospitalisation
14,frais_d'hôpital
15,avancement
16,visite_d'hôpital
17,grey's_anatomy
18,infirmier
19,médecin
20,guerre_de_malade
21,lit_d'hôpital
22,pansement.1
23,repas_d'hôpital
24,caractère_non_bon
25,stérilisation
26,couloir_large
27,lit_à_roulette
28,gardiennage
29,cher
30,couleur_blanche
31,couleur_jaune
32,couleur_grise
33,drap
34,drap_propre
35,propreté
36,désinfectant
37,douche
38,robinet
39,plateau__amovible
40,vaisselle
41,douleur.1
42,séquelle
43,souvenir
44,convalescence
45,rémission
46,cancer
47,cancérologie
48,cancer_du_sein
49,visibilité
50,trace
51,rhumatologie
52,douleur.2
53,antalgique
54,durée_un_arrêt_de__travail
