,0
0,douleur
1,mal
2,très_mal
3,échelle
4,échelle_de_la_douleur
5,cri
6,pleurs
7,hurlement
8,douleur_physique
9,douleur_psychique
10,différence
11,aider
12,rassurer
13,soulager
14,poser_la_main_à_l'endroit_où_on_a_mal
15,caresser
16,traiter
17,antalgique
18,doliprane
19,morphinique
20,plein_de_choses
21,traiter_la_douleur
22,être_conscient_de_la_douleur
23,soulager.1
24,essayer_de_soulager_au_maximum
25,position
26,antalgique.1
27,mal.1
28,maux
29,guérir
30,aider.1
31,rassurer.1
32,discuter
33,douleur.1
34,douleur_au_cœur
35,cœur_brisé
36,lourdeur
37,sensation_de_lourdeur
38,larme
39,soulagement
40,arrêter_la_douleur
41,le_plus_rapidement_possible
