,0
0,douleur_
1,mal_
2,soigner_
3,placebo
4,médicament_
5,médecin_
6,infirmier_
7,pharmacien_
8,unité_de_la_douleur_
9,centre_de_la_douleur_
10,clinique_de_la_Toussaint_
11,Nouvel_hôpital
12,bloc_opératoire__
13,paracétamol_
14,Perfalgan_
15,morphinique_
16,opiacé_
17,fentanyl_
18,sufentanyl_
19,seringue_
20,aiguille_
21,pousse_seringue_
22,anticipation_
23,échelle_visuelle_analogique_
24,échelle_visuelle_numérique_
25,signe_de_la_douleur
26,repérer_
27,numériser_
28,obligation_
29,rôle_propre_
30,infirmier_.1
31,Comités_de_lutte_contre_la_douleur
32,nécessité_
33,patient
34,soigner_.1
35,traiter_
36,douleur_continue_
37,douleur_fantôme_
38,opération_
39,pied_
40,COMFIL
41,MLA
42,enfant_
43,lidocaïne_
44,xylocaïne
45,anesthésie_locale
46,anesthésie_loco-régionale
47,anesthésie_générale_
48,péridurale_
49,rachianesthésie_
50,péridurale_.1
51,accouchement
52,accouchement_sans_douleur_
53,accouchement_dans_l’eau_
54,position__
55,position_antalgique_
56,demi-assis_
57,sur_le_coté_
58,jambes_repliées_
59,enseignement_
60,signe_observation_
61,faciès_
62,crispation_
63,signes_non_verbaux_
64,signes_verbaux_
65,plainte_
66,gémissement
