,0
0,douleur
1,douleur.1
2,souffrance
3,douleur.2
4,avoir_mal_ça_je_connais_bien
5,mal_aux_cervicales
6,hernie_discale
7,nuque
8,arthrose
9,souffrance.1
10,souffrance.2
11,souffrance.3
12,maladie
13,bipolaire
14,souffrance_de_toujours_se_poser_les_questions
15,ne_jamais_être_serein
16,jamais_être_calme
17,jamais_être_apaisé
18,toujours_dans_l'incertitude
19,angoisse
20,peur
21,douleur.3
22,peur.1
23,douleur.4
24,cervicale
25,cou
26,mal_de_chien
27,douleur.5
28,douleur.6
29,perdre
30,petit_bébé
31,petit_enfant
32,qui_est_mort_d'une_maladie_nosocomiale
33,douleur.7
34,grande_tristesse
35,petit_garçon
36,qui_maintenant_aurait_vingt-deux_ans
37,douleur_due_à_ces_médecins
38,mentir
39,trahir
40,douleur.8
41,douleur_mentale
42,douleur_morale
43,la_douleur_dans_la_tête
44,qui_me_fait_du_mal
45,apaiser
46,calme
47,sérénité
