,0
0,chien_
1,chat_
2,vache_
3,taureau_
4,génisse_
5,brebis_
6,mouton_
7,dobermann_
8,dog_
9,poulet_
10,poule_
11,âne_
12,girafe_
13,zébu_
14,gazelle_
15,rhinocéros_
16,triceratops_
17,ptérodactyle_
18,poussin_
19,paon_
20,anaconda_
21,aigle_
22,passereau_
23,moineau_
24,corbeau_
25,bouvreuil_
26,marmotte_
27,autruche_
28,bœuf_
29,lapin_
30,lièvre_
31,sanglier_
32,chèvre_
33,bouc_
34,oie_
35,dindon_
36,cochon_
37,truie_
38,goret_
39,siamois__
40,Rottweiler_
41,danois_
42,dalmatien_
43,zébu_.1
44,iguane_
45,dragon_
46,cheval_
47,jument_
48,poulain_
49,poisson_
50,requin
