,0
0,jungle
1,sac_à_main
2,vert
3,chaleur
4,tropiques
5,Amérique_du_Sud
6,indien
7,pirogue
8,fleuve
9,or
10,civilisation
11,zoo
12,éléphant
13,zèbre
14,guichet
15,entrée
16,enfant
17,ballon
18,gaufre
19,gravier
20,odeur
21,zèbre.1
22,loutre
23,Thionville
24,sonnette
25,strident
26,panier
27,fmûte
28,chapeau
29,dresseur
30,cirque
31,cheval
32,chevaux
33,cheval.1
34,selle
35,apprenti
36,palefrenier
37,route
38,virage
39,sinueux
40,Adam_et_Eve
41,pomme
42,piqûre
43,mortel
44,poison
45,couleur
46,brun
47,vert.1
48,odeur.1
49,tortueux
50,voiture
51,Tasmanie
52,incident
53,vingt-cinq_degrés
54,température
55,chaleur.1
56,kangourou
57,koala
58,avion
59,vacances
60,amusement
61,Voiture_de_location
62,jeunesse
